Gene.stable.ID,HGNC.symbol
ENSMNEG00000001920,
ENSMNEG00000001921,Y_RNA
ENSMNEG00000001924,5S_rRNA
ENSMNEG00000001926,
ENSMNEG00000001930,Metazoa_SRP
ENSMNEG00000001931,U7
ENSMNEG00000001934,7SK
ENSMNEG00000001935,
ENSMNEG00000001938,B3GALT2
ENSMNEG00000001939,Y_RNA
ENSMNEG00000001940,HDAC2
ENSMNEG00000001943,5S_rRNA
ENSMNEG00000001946,NAGK
ENSMNEG00000001947,
ENSMNEG00000001949,
ENSMNEG00000001951,U7
ENSMNEG00000001952,Metazoa_SRP
ENSMNEG00000001955,7SK
ENSMNEG00000001956,5S_rRNA
ENSMNEG00000001963,Y_RNA
ENSMNEG00000001964,HTR1F
ENSMNEG00000001968,
ENSMNEG00000001969,5S_rRNA
ENSMNEG00000001972,U1
ENSMNEG00000001974,Metazoa_SRP
ENSMNEG00000001975,
ENSMNEG00000001976,7SK
ENSMNEG00000001977,U7
ENSMNEG00000001981,MORC1
ENSMNEG00000001984,
ENSMNEG00000001987,5S_rRNA
ENSMNEG00000001990,SNORA13
ENSMNEG00000001998,Metazoa_SRP
ENSMNEG00000001999,U1
ENSMNEG00000002000,
ENSMNEG00000002001,
ENSMNEG00000002002,7SK
ENSMNEG00000002003,U7
ENSMNEG00000002005,
ENSMNEG00000002006,EPHB6
ENSMNEG00000002009,5S_rRNA
ENSMNEG00000002010,7SK
ENSMNEG00000002015,Y_RNA
ENSMNEG00000002017,Metazoa_SRP
ENSMNEG00000002022,
ENSMNEG00000002023,7SK
ENSMNEG00000002024,U7
ENSMNEG00000002027,HDHD3
ENSMNEG00000002032,5S_rRNA
ENSMNEG00000002033,7SK
ENSMNEG00000002035,
ENSMNEG00000002037,Y_RNA
ENSMNEG00000002038,TDRD3
ENSMNEG00000002039,Metazoa_SRP
ENSMNEG00000002040,
ENSMNEG00000002042,U3
ENSMNEG00000002045,7SK
ENSMNEG00000002048,
ENSMNEG00000002054,7SK
ENSMNEG00000002055,MIR485
ENSMNEG00000002057,Metazoa_SRP
ENSMNEG00000002059,Y_RNA
ENSMNEG00000002060,
ENSMNEG00000002063,
ENSMNEG00000002065,U3
ENSMNEG00000002072,CENPV
ENSMNEG00000002073,7SK
ENSMNEG00000002074,HSPA1L
ENSMNEG00000002075,5S_rRNA
ENSMNEG00000002077,
ENSMNEG00000002080,BZW2
ENSMNEG00000002084,Metazoa_SRP
ENSMNEG00000002085,Y_RNA
ENSMNEG00000002087,
ENSMNEG00000002090,ARHGEF9
ENSMNEG00000002096,
ENSMNEG00000002098,7SK
ENSMNEG00000002100,
ENSMNEG00000002102,
ENSMNEG00000002104,
ENSMNEG00000002106,
ENSMNEG00000002107,Y_RNA
ENSMNEG00000002108,ADRB2
ENSMNEG00000002110,
ENSMNEG00000002111,
ENSMNEG00000002116,Metazoa_SRP
ENSMNEG00000002121,
ENSMNEG00000002124,7SK
ENSMNEG00000002125,5S_rRNA
ENSMNEG00000002127,Y_RNA
ENSMNEG00000002128,
ENSMNEG00000002130,
ENSMNEG00000002134,Metazoa_SRP
ENSMNEG00000002141,SHANK3
ENSMNEG00000002142,
ENSMNEG00000002143,MIR486-1
ENSMNEG00000002144,
ENSMNEG00000002145,7SK
ENSMNEG00000002149,Y_RNA
ENSMNEG00000002150,DAG1
ENSMNEG00000002151,FANCD2OS
ENSMNEG00000002153,
ENSMNEG00000002154,
ENSMNEG00000002156,
ENSMNEG00000002160,
ENSMNEG00000002161,5S_rRNA
ENSMNEG00000002163,FAM104A
ENSMNEG00000002165,PTGDR2
ENSMNEG00000002172,5S_rRNA
ENSMNEG00000002174,Metazoa_SRP
ENSMNEG00000002176,Y_RNA
ENSMNEG00000002177,
ENSMNEG00000002179,
ENSMNEG00000002182,
ENSMNEG00000002184,
ENSMNEG00000002185,NOX1
ENSMNEG00000002186,
ENSMNEG00000002187,5S_rRNA
ENSMNEG00000002189,
ENSMNEG00000002190,mne-mir-29a
ENSMNEG00000002193,Metazoa_SRP
ENSMNEG00000002195,Y_RNA
ENSMNEG00000002196,SNORD65C
ENSMNEG00000002199,
ENSMNEG00000002202,SNORA66
ENSMNEG00000002204,SARDH
ENSMNEG00000002207,5S_rRNA
ENSMNEG00000002212,
ENSMNEG00000002214,5S_rRNA
ENSMNEG00000002216,Metazoa_SRP
ENSMNEG00000002218,
ENSMNEG00000002220,PLA2G2A
ENSMNEG00000002221,
ENSMNEG00000002223,RTF2
ENSMNEG00000002224,Y_RNA
ENSMNEG00000002226,
ENSMNEG00000002226,
ENSMNEG00000002229,5S_rRNA
ENSMNEG00000002232,
ENSMNEG00000002235,U4
ENSMNEG00000002236,
ENSMNEG00000002237,
ENSMNEG00000002240,
ENSMNEG00000002243,PRSS53
ENSMNEG00000002244,Metazoa_SRP
ENSMNEG00000002247,
ENSMNEG00000002251,
ENSMNEG00000002252,5S_rRNA
ENSMNEG00000002253,Y_RNA
ENSMNEG00000002260,U4
ENSMNEG00000002261,GPR68
ENSMNEG00000002262,5S_rRNA
ENSMNEG00000002264,
ENSMNEG00000002265,
ENSMNEG00000002268,Metazoa_SRP
ENSMNEG00000002269,
ENSMNEG00000002270,KRTAP3-1
ENSMNEG00000002275,AXL
ENSMNEG00000002276,SNORD53B
ENSMNEG00000002278,5S_rRNA
ENSMNEG00000002280,Y_RNA
ENSMNEG00000002284,U4
ENSMNEG00000002285,
ENSMNEG00000002289,TBX22
ENSMNEG00000002291,Metazoa_SRP
ENSMNEG00000002293,
ENSMNEG00000002294,FADS1
ENSMNEG00000002295,Y_RNA
ENSMNEG00000002296,5S_rRNA
ENSMNEG00000002302,
ENSMNEG00000002304,
ENSMNEG00000002306,U4
ENSMNEG00000002307,5S_rRNA
ENSMNEG00000002308,Metazoa_SRP
ENSMNEG00000002311,
ENSMNEG00000002317,Y_RNA
ENSMNEG00000002320,
ENSMNEG00000002323,U4
ENSMNEG00000002324,NEUROD6
ENSMNEG00000002325,5S_rRNA
ENSMNEG00000002327,
ENSMNEG00000002330,SNORD53
ENSMNEG00000002334,5S_rRNA
ENSMNEG00000002335,Y_RNA
ENSMNEG00000002339,Metazoa_SRP
ENSMNEG00000002341,
ENSMNEG00000002341,
ENSMNEG00000002343,
ENSMNEG00000002348,U4
ENSMNEG00000002350,
ENSMNEG00000002351,
ENSMNEG00000002352,5S_rRNA
ENSMNEG00000002354,
ENSMNEG00000002356,ANKRD52
ENSMNEG00000002358,Metazoa_SRP
ENSMNEG00000002359,Y_RNA
ENSMNEG00000002368,CXCL9
ENSMNEG00000002369,U4
ENSMNEG00000002371,
ENSMNEG00000002372,5S_rRNA
ENSMNEG00000002374,
ENSMNEG00000002376,5S_rRNA
ENSMNEG00000002379,Metazoa_SRP
ENSMNEG00000002380,
ENSMNEG00000002381,
ENSMNEG00000002388,Y_RNA
ENSMNEG00000002391,U4
ENSMNEG00000002394,5S_rRNA
ENSMNEG00000002395,SLC44A5
ENSMNEG00000002396,ABCA6
ENSMNEG00000002398,
ENSMNEG00000002398,
ENSMNEG00000002399,Metazoa_SRP
ENSMNEG00000002400,CHRNA4
ENSMNEG00000002402,SCARNA6
ENSMNEG00000002403,MIR491
ENSMNEG00000002406,mne-mir-199a
ENSMNEG00000002409,
ENSMNEG00000002410,DYDC1
ENSMNEG00000002412,
ENSMNEG00000002414,U4
ENSMNEG00000002418,Metazoa_SRP
ENSMNEG00000002421,7SK
ENSMNEG00000002422,5S_rRNA
ENSMNEG00000002423,Y_RNA
ENSMNEG00000002425,EEA1
ENSMNEG00000002426,SLC12A7
ENSMNEG00000002427,
ENSMNEG00000002429,5S_rRNA
ENSMNEG00000002432,U4
ENSMNEG00000002433,
ENSMNEG00000002434,
ENSMNEG00000002439,Metazoa_SRP
ENSMNEG00000002442,KIF13B
ENSMNEG00000002446,
ENSMNEG00000002447,5S_rRNA
ENSMNEG00000002448,U4
ENSMNEG00000002450,
ENSMNEG00000002451,
ENSMNEG00000002452,TMEM186
ENSMNEG00000002453,Y_RNA
ENSMNEG00000002465,7SK
ENSMNEG00000002466,Metazoa_SRP
ENSMNEG00000002469,5S_rRNA
ENSMNEG00000002470,U4
ENSMNEG00000002472,5S_rRNA
ENSMNEG00000002473,
ENSMNEG00000002474,CCDC85B
ENSMNEG00000002477,7SK
ENSMNEG00000002479,ERI1
ENSMNEG00000002480,MIR330
ENSMNEG00000002482,Y_RNA
ENSMNEG00000002484,
ENSMNEG00000002485,U4
ENSMNEG00000002486,Metazoa_SRP
ENSMNEG00000002491,RPL39L
ENSMNEG00000002498,
ENSMNEG00000002500,
ENSMNEG00000002501,7SK
ENSMNEG00000002502,5S_rRNA
ENSMNEG00000002503,5S_rRNA
ENSMNEG00000002508,Metazoa_SRP
ENSMNEG00000002509,U4
ENSMNEG00000002512,GPC1
ENSMNEG00000002513,CARD11
ENSMNEG00000002518,5S_rRNA
ENSMNEG00000002519,5S_rRNA
ENSMNEG00000002521,
ENSMNEG00000002522,LARGE1
ENSMNEG00000002523,Metazoa_SRP
ENSMNEG00000002524,
ENSMNEG00000002526,7SK
ENSMNEG00000002528,TRBV10-3
ENSMNEG00000002529,U4
ENSMNEG00000002532,Y_RNA
ENSMNEG00000002541,5S_rRNA
ENSMNEG00000002543,TMEM241
ENSMNEG00000002544,OR6C75
ENSMNEG00000002546,7SK
ENSMNEG00000002547,
ENSMNEG00000002548,Metazoa_SRP
ENSMNEG00000002549,
ENSMNEG00000002551,IMMP1L
ENSMNEG00000002552,
ENSMNEG00000002553,U4
ENSMNEG00000002558,5S_rRNA
ENSMNEG00000002565,TRAV30
ENSMNEG00000002566,
ENSMNEG00000002568,U4
ENSMNEG00000002569,7SK
ENSMNEG00000002570,KMT5C
ENSMNEG00000002571,Metazoa_SRP
ENSMNEG00000002572,
ENSMNEG00000002574,CLDN17
ENSMNEG00000002576,
ENSMNEG00000002578,Y_RNA
ENSMNEG00000002582,5S_rRNA
ENSMNEG00000002583,7SK
ENSMNEG00000002586,Metazoa_SRP
ENSMNEG00000002590,5S_rRNA
ENSMNEG00000002593,
ENSMNEG00000002596,
ENSMNEG00000002598,
ENSMNEG00000002599,7SK
ENSMNEG00000002601,U4
ENSMNEG00000002605,MIR676
ENSMNEG00000002606,Y_RNA
ENSMNEG00000002607,5S_rRNA
ENSMNEG00000002611,
ENSMNEG00000002613,Metazoa_SRP
ENSMNEG00000002615,
ENSMNEG00000002621,7SK
ENSMNEG00000002622,U1
ENSMNEG00000002624,EDNRA
ENSMNEG00000002626,ESX1
ENSMNEG00000002628,MRI1
ENSMNEG00000002629,PERCC1
ENSMNEG00000002631,5S_rRNA
ENSMNEG00000002633,Metazoa_SRP
ENSMNEG00000002634,mne-mir-140
ENSMNEG00000002635,
ENSMNEG00000002636,
ENSMNEG00000002638,PRKAR1B
ENSMNEG00000002640,U4
ENSMNEG00000002643,WFDC11
ENSMNEG00000002647,7SK
ENSMNEG00000002648,OR2M4
ENSMNEG00000002657,Metazoa_SRP
ENSMNEG00000002658,5S_rRNA
ENSMNEG00000002659,U4
ENSMNEG00000002660,
ENSMNEG00000002662,
ENSMNEG00000002664,
ENSMNEG00000002665,Y_RNA
ENSMNEG00000002669,7SK
ENSMNEG00000002674,
ENSMNEG00000002676,Metazoa_SRP
ENSMNEG00000002679,
ENSMNEG00000002680,
ENSMNEG00000002682,U4
ENSMNEG00000002684,
ENSMNEG00000002685,
ENSMNEG00000002686,SNAPC3
ENSMNEG00000002689,
ENSMNEG00000002690,SNORD86
ENSMNEG00000002696,ZBTB25
ENSMNEG00000002699,ZNF454
ENSMNEG00000002700,Metazoa_SRP
ENSMNEG00000002702,
ENSMNEG00000002703,TCEAL5
ENSMNEG00000002706,
ENSMNEG00000002710,
ENSMNEG00000002711,Y_RNA
ENSMNEG00000002713,U4
ENSMNEG00000002714,SLC9A3
ENSMNEG00000002716,NEUROD1
ENSMNEG00000002718,Metazoa_SRP
ENSMNEG00000002722,7SK
ENSMNEG00000002725,
ENSMNEG00000002730,SNORD29
ENSMNEG00000002731,U4
ENSMNEG00000002732,
ENSMNEG00000002737,MIR1204
ENSMNEG00000002738,ZNF827
ENSMNEG00000002739,INSIG2
ENSMNEG00000002740,7SK
ENSMNEG00000002742,OR52K2
ENSMNEG00000002743,ZNF260
ENSMNEG00000002744,Metazoa_SRP
ENSMNEG00000002745,
ENSMNEG00000002752,LVRN
ENSMNEG00000002753,
ENSMNEG00000002755,
ENSMNEG00000002757,
ENSMNEG00000002761,U4
ENSMNEG00000002764,C3orf49
ENSMNEG00000002765,Metazoa_SRP
ENSMNEG00000002768,7SK
ENSMNEG00000002770,
ENSMNEG00000002774,
ENSMNEG00000002775,Y_RNA
ENSMNEG00000002776,U4
ENSMNEG00000002777,
ENSMNEG00000002785,Metazoa_SRP
ENSMNEG00000002787,RBM46
ENSMNEG00000002789,
ENSMNEG00000002792,MIR653
ENSMNEG00000002793,
ENSMNEG00000002795,Y_RNA
ENSMNEG00000002796,GABRA5
ENSMNEG00000002799,
ENSMNEG00000002800,
ENSMNEG00000002801,
ENSMNEG00000002801,
ENSMNEG00000002803,KCNA5
ENSMNEG00000002804,Y_RNA
ENSMNEG00000002805,ZNF433
ENSMNEG00000002808,Metazoa_SRP
ENSMNEG00000002810,
ENSMNEG00000002812,
ENSMNEG00000002812,
ENSMNEG00000002812,
ENSMNEG00000002812,
ENSMNEG00000002812,
ENSMNEG00000002812,
ENSMNEG00000002812,
ENSMNEG00000002812,
ENSMNEG00000002812,
ENSMNEG00000002812,
ENSMNEG00000002813,PPM1M
ENSMNEG00000002814,PUS1
ENSMNEG00000002815,MYO1E
ENSMNEG00000002816,PNLIPRP3
ENSMNEG00000002817,
ENSMNEG00000002821,CRELD1
ENSMNEG00000002822,Metazoa_SRP
ENSMNEG00000002823,
ENSMNEG00000002824,7SK
ENSMNEG00000002826,Y_RNA
ENSMNEG00000002829,Metazoa_SRP
ENSMNEG00000002832,SIX4
ENSMNEG00000002834,
ENSMNEG00000002839,
ENSMNEG00000002839,
ENSMNEG00000002840,P2RY4
ENSMNEG00000002843,
ENSMNEG00000002846,
ENSMNEG00000002849,
ENSMNEG00000002850,
ENSMNEG00000002851,Y_RNA
ENSMNEG00000002853,Metazoa_SRP
ENSMNEG00000002854,Metazoa_SRP
ENSMNEG00000002855,U1
ENSMNEG00000002856,EIF3M
ENSMNEG00000002858,
ENSMNEG00000002859,
ENSMNEG00000002861,
ENSMNEG00000002862,7SK
ENSMNEG00000002866,Y_RNA
ENSMNEG00000002868,
ENSMNEG00000002870,Y_RNA
ENSMNEG00000002873,MAB21L2
ENSMNEG00000002875,
ENSMNEG00000002877,Metazoa_SRP
ENSMNEG00000002880,PCSK6
ENSMNEG00000002882,
ENSMNEG00000002884,BORCS6
ENSMNEG00000002886,7SK
ENSMNEG00000002891,HOXD12
ENSMNEG00000002892,GPR4
ENSMNEG00000002893,
ENSMNEG00000002894,
ENSMNEG00000002895,Y_RNA
ENSMNEG00000002900,
ENSMNEG00000002901,Metazoa_SRP
ENSMNEG00000002903,
ENSMNEG00000002904,Metazoa_SRP
ENSMNEG00000002906,RPIA
ENSMNEG00000002909,
ENSMNEG00000002913,
ENSMNEG00000002914,Y_RNA
ENSMNEG00000002918,
ENSMNEG00000002921,
ENSMNEG00000002923,LCTL
ENSMNEG00000002925,EMC6
ENSMNEG00000002928,Metazoa_SRP
ENSMNEG00000002929,Metazoa_SRP
ENSMNEG00000002931,7SK
ENSMNEG00000002933,
ENSMNEG00000002934,PCBP1
ENSMNEG00000002935,EPDR1
ENSMNEG00000002936,
ENSMNEG00000002937,Metazoa_SRP
ENSMNEG00000002940,
ENSMNEG00000002942,
ENSMNEG00000002944,Y_RNA
ENSMNEG00000002945,SPHKAP
ENSMNEG00000002947,
ENSMNEG00000002954,FOXP4
ENSMNEG00000002956,SCRN1
ENSMNEG00000002957,Metazoa_SRP
ENSMNEG00000002961,
ENSMNEG00000002963,BUB1B
ENSMNEG00000002966,
ENSMNEG00000002968,Y_RNA
ENSMNEG00000002969,Metazoa_SRP
ENSMNEG00000002971,
ENSMNEG00000002972,
ENSMNEG00000002977,Metazoa_SRP
ENSMNEG00000002981,SNN
ENSMNEG00000002982,
ENSMNEG00000002983,SNX17
ENSMNEG00000002987,Y_RNA
ENSMNEG00000002988,
ENSMNEG00000002991,7SK
ENSMNEG00000002992,Metazoa_SRP
ENSMNEG00000002995,Metazoa_SRP
ENSMNEG00000002997,
ENSMNEG00000002999,
ENSMNEG00000003004,
ENSMNEG00000003006,
ENSMNEG00000003009,7SK
ENSMNEG00000003013,SNORD48
ENSMNEG00000003014,CCNB1IP1
ENSMNEG00000003016,Metazoa_SRP
ENSMNEG00000003019,Y_RNA
ENSMNEG00000003021,
ENSMNEG00000003024,Metazoa_SRP
ENSMNEG00000003026,7SK
ENSMNEG00000003028,LATS2
ENSMNEG00000003029,
ENSMNEG00000003035,ARMC3
ENSMNEG00000003038,Metazoa_SRP
ENSMNEG00000003041,
ENSMNEG00000003044,SAV1
ENSMNEG00000003045,GPR82
ENSMNEG00000003046,Y_RNA
ENSMNEG00000003047,7SK
ENSMNEG00000003048,Metazoa_SRP
ENSMNEG00000003051,MIR1224
ENSMNEG00000003053,RPLP1
ENSMNEG00000003056,
ENSMNEG00000003059,Metazoa_SRP
ENSMNEG00000003064,
ENSMNEG00000003065,
ENSMNEG00000003072,MIR760
ENSMNEG00000003073,Y_RNA
ENSMNEG00000003074,Metazoa_SRP
ENSMNEG00000003075,Metazoa_SRP
ENSMNEG00000003078,
ENSMNEG00000003079,
ENSMNEG00000003080,CCNB1
ENSMNEG00000003091,
ENSMNEG00000003093,Metazoa_SRP
ENSMNEG00000003094,SNORD50B
ENSMNEG00000003095,U5
ENSMNEG00000003096,
ENSMNEG00000003098,Metazoa_SRP
ENSMNEG00000003105,
ENSMNEG00000003107,
ENSMNEG00000003109,GPRASP2
ENSMNEG00000003110,
ENSMNEG00000003111,
ENSMNEG00000003113,Metazoa_SRP
ENSMNEG00000003119,Metazoa_SRP
ENSMNEG00000003120,
ENSMNEG00000003122,Y_RNA
ENSMNEG00000003132,
ENSMNEG00000003133,Metazoa_SRP
ENSMNEG00000003134,
ENSMNEG00000003135,SNORA72
ENSMNEG00000003137,
ENSMNEG00000003140,SNORA21
ENSMNEG00000003141,
ENSMNEG00000003142,SBNO1
ENSMNEG00000003143,JAKMIP1
ENSMNEG00000003144,CLDN20
ENSMNEG00000003147,
ENSMNEG00000003150,
ENSMNEG00000003151,Metazoa_SRP
ENSMNEG00000003153,Metazoa_SRP
ENSMNEG00000003155,
ENSMNEG00000003157,Y_RNA
ENSMNEG00000003158,SNORA72
ENSMNEG00000003164,
ENSMNEG00000003168,IL17B
ENSMNEG00000003171,Metazoa_SRP
ENSMNEG00000003172,
ENSMNEG00000003176,DIRAS2
ENSMNEG00000003178,Metazoa_SRP
ENSMNEG00000003179,Y_RNA
ENSMNEG00000003180,
ENSMNEG00000003181,SNORA72
ENSMNEG00000003184,mne-mir-130a
ENSMNEG00000003186,LAMB3
ENSMNEG00000003188,
ENSMNEG00000003193,Metazoa_SRP
ENSMNEG00000003194,
ENSMNEG00000003196,Y_RNA
ENSMNEG00000003199,
ENSMNEG00000003200,
ENSMNEG00000003206,SNORA72
ENSMNEG00000003207,
ENSMNEG00000003209,
ENSMNEG00000003214,Y_RNA
ENSMNEG00000003215,Metazoa_SRP
ENSMNEG00000003218,SNORA84
ENSMNEG00000003219,Metazoa_SRP
ENSMNEG00000003221,MYH4
ENSMNEG00000003222,
ENSMNEG00000003224,MIR1282
ENSMNEG00000003226,
ENSMNEG00000003227,SNORA72
ENSMNEG00000003230,PHLDA3
ENSMNEG00000003232,PSME3
ENSMNEG00000003233,CCDC141
ENSMNEG00000003237,Y_RNA
ENSMNEG00000003238,TMEM185B
ENSMNEG00000003239,
ENSMNEG00000003240,
ENSMNEG00000003241,Metazoa_SRP
ENSMNEG00000003246,Metazoa_SRP
ENSMNEG00000003247,
ENSMNEG00000003251,SNORA72
ENSMNEG00000003253,
ENSMNEG00000003256,PLSCR2
ENSMNEG00000003260,
ENSMNEG00000003263,SNORD81
ENSMNEG00000003264,Metazoa_SRP
ENSMNEG00000003268,Y_RNA
ENSMNEG00000003269,SNORA72
ENSMNEG00000003271,
ENSMNEG00000003277,Metazoa_SRP
ENSMNEG00000003280,MIR489
ENSMNEG00000003284,
ENSMNEG00000003285,SNORD81
ENSMNEG00000003286,P2RX3
ENSMNEG00000003288,Metazoa_SRP
ENSMNEG00000003290,
ENSMNEG00000003291,BCL2L15
ENSMNEG00000003298,Y_RNA
ENSMNEG00000003299,
ENSMNEG00000003300,MIR554
ENSMNEG00000003302,SNORD81
ENSMNEG00000003303,OMG
ENSMNEG00000003304,Metazoa_SRP
ENSMNEG00000003305,
ENSMNEG00000003307,Metazoa_SRP
ENSMNEG00000003315,
ENSMNEG00000003321,
ENSMNEG00000003322,
ENSMNEG00000003324,SNORD81
ENSMNEG00000003325,Metazoa_SRP
ENSMNEG00000003326,
ENSMNEG00000003327,Y_RNA
ENSMNEG00000003330,Metazoa_SRP
ENSMNEG00000003332,
ENSMNEG00000003333,FCRL3
ENSMNEG00000003337,Y_RNA
ENSMNEG00000003339,
ENSMNEG00000003341,
ENSMNEG00000003342,SNORD81
ENSMNEG00000003345,
ENSMNEG00000003347,AP5B1
ENSMNEG00000003348,
ENSMNEG00000003349,PCDHB1
ENSMNEG00000003350,Metazoa_SRP
ENSMNEG00000003351,Metazoa_SRP
ENSMNEG00000003360,
ENSMNEG00000003361,
ENSMNEG00000003363,
ENSMNEG00000003366,Y_RNA
ENSMNEG00000003370,Metazoa_SRP
ENSMNEG00000003371,
ENSMNEG00000003375,SNORA63
ENSMNEG00000003376,
ENSMNEG00000003377,
ENSMNEG00000003379,
ENSMNEG00000003382,
ENSMNEG00000003389,Y_RNA
ENSMNEG00000003390,
ENSMNEG00000003392,FAM181B
ENSMNEG00000003395,PYCR3
ENSMNEG00000003396,MIR502
ENSMNEG00000003398,
ENSMNEG00000003399,Metazoa_SRP
ENSMNEG00000003400,
ENSMNEG00000003404,
ENSMNEG00000003405,
ENSMNEG00000003406,IL6
ENSMNEG00000003407,NFS1
ENSMNEG00000003409,
ENSMNEG00000003413,Metazoa_SRP
ENSMNEG00000003414,
ENSMNEG00000003415,Y_RNA
ENSMNEG00000003418,Metazoa_SRP
ENSMNEG00000003422,
ENSMNEG00000003423,
ENSMNEG00000003426,
ENSMNEG00000003433,Metazoa_SRP
ENSMNEG00000003434,MIR191
ENSMNEG00000003435,Y_RNA
ENSMNEG00000003440,
ENSMNEG00000003441,
ENSMNEG00000003444,
ENSMNEG00000003446,Metazoa_SRP
ENSMNEG00000003448,
ENSMNEG00000003449,RNF186
ENSMNEG00000003450,ELFN1
ENSMNEG00000003453,
ENSMNEG00000003457,Y_RNA
ENSMNEG00000003461,Metazoa_SRP
ENSMNEG00000003462,
ENSMNEG00000003467,Metazoa_SRP
ENSMNEG00000003468,MKLN1
ENSMNEG00000003469,
ENSMNEG00000003470,
ENSMNEG00000003476,
ENSMNEG00000003477,
ENSMNEG00000003478,Metazoa_SRP
ENSMNEG00000003481,Y_RNA
ENSMNEG00000003482,U1
ENSMNEG00000003483,mne-mir-20
ENSMNEG00000003485,Metazoa_SRP
ENSMNEG00000003486,
ENSMNEG00000003487,NPRL3
ENSMNEG00000003490,LZTR1
ENSMNEG00000003495,
ENSMNEG00000003498,
ENSMNEG00000003501,Y_RNA
ENSMNEG00000003506,Metazoa_SRP
ENSMNEG00000003507,
ENSMNEG00000003509,HIC2
ENSMNEG00000003510,
ENSMNEG00000003514,GBE1
ENSMNEG00000003516,Metazoa_SRP
ENSMNEG00000003517,
ENSMNEG00000003520,
ENSMNEG00000003521,SNORD82
ENSMNEG00000003527,Y_RNA
ENSMNEG00000003528,Metazoa_SRP
ENSMNEG00000003531,mne-mir-206
ENSMNEG00000003533,
ENSMNEG00000003534,
ENSMNEG00000003535,PHYH
ENSMNEG00000003536,OR4K17
ENSMNEG00000003539,
ENSMNEG00000003540,
ENSMNEG00000003545,
ENSMNEG00000003549,Y_RNA
ENSMNEG00000003553,
ENSMNEG00000003554,Metazoa_SRP
ENSMNEG00000003557,
ENSMNEG00000003559,
ENSMNEG00000003560,Y_RNA
ENSMNEG00000003564,
ENSMNEG00000003566,SUMF1
ENSMNEG00000003568,
ENSMNEG00000003571,
ENSMNEG00000003573,Y_RNA
ENSMNEG00000003575,
ENSMNEG00000003576,
ENSMNEG00000003577,Metazoa_SRP
ENSMNEG00000003585,
ENSMNEG00000003586,
ENSMNEG00000003587,FBXL22
ENSMNEG00000003588,
ENSMNEG00000003588,
ENSMNEG00000003588,
ENSMNEG00000003593,
ENSMNEG00000003595,
ENSMNEG00000003596,Y_RNA
ENSMNEG00000003599,
ENSMNEG00000003601,Metazoa_SRP
ENSMNEG00000003605,
ENSMNEG00000003606,IGFBPL1
ENSMNEG00000003609,P2RY12
ENSMNEG00000003612,
ENSMNEG00000003613,
ENSMNEG00000003617,Y_RNA
ENSMNEG00000003619,
ENSMNEG00000003621,
ENSMNEG00000003623,Metazoa_SRP
ENSMNEG00000003626,Y_RNA
ENSMNEG00000003627,mne-mir-16
ENSMNEG00000003628,
ENSMNEG00000003632,
ENSMNEG00000003642,Y_RNA
ENSMNEG00000003643,
ENSMNEG00000003644,Metazoa_SRP
ENSMNEG00000003646,
ENSMNEG00000003647,
ENSMNEG00000003650,
ENSMNEG00000003651,
ENSMNEG00000003653,FBXL6
ENSMNEG00000003654,
ENSMNEG00000003657,
ENSMNEG00000003658,DEXI
ENSMNEG00000003661,Y_RNA
ENSMNEG00000003665,
ENSMNEG00000003669,
ENSMNEG00000003670,
ENSMNEG00000003671,PPM1F
ENSMNEG00000003672,Y_RNA
ENSMNEG00000003674,Metazoa_SRP
ENSMNEG00000003675,PRM3
ENSMNEG00000003678,SNORD67
ENSMNEG00000003681,DUSP28
ENSMNEG00000003682,U1
ENSMNEG00000003684,ACTA1
ENSMNEG00000003686,Y_RNA
ENSMNEG00000003692,
ENSMNEG00000003694,
ENSMNEG00000003695,EIF1
ENSMNEG00000003697,CXCR3
ENSMNEG00000003700,
ENSMNEG00000003702,
ENSMNEG00000003703,
ENSMNEG00000003705,Metazoa_SRP
ENSMNEG00000003707,
ENSMNEG00000003707,
ENSMNEG00000003707,
ENSMNEG00000003707,
ENSMNEG00000003707,
ENSMNEG00000003707,
ENSMNEG00000003707,
ENSMNEG00000003707,
ENSMNEG00000003707,
ENSMNEG00000003707,
ENSMNEG00000003710,Y_RNA
ENSMNEG00000003711,
ENSMNEG00000003712,Y_RNA
ENSMNEG00000003714,
ENSMNEG00000003718,MIDN
ENSMNEG00000003722,
ENSMNEG00000003723,OR5B21
ENSMNEG00000003728,SHARPIN
ENSMNEG00000003731,Metazoa_SRP
ENSMNEG00000003733,SOX14
ENSMNEG00000003734,
ENSMNEG00000003737,Y_RNA
ENSMNEG00000003738,
ENSMNEG00000003739,HPS6
ENSMNEG00000003742,
ENSMNEG00000003743,
ENSMNEG00000003748,
ENSMNEG00000003750,Metazoa_SRP
ENSMNEG00000003754,
ENSMNEG00000003757,
ENSMNEG00000003758,
ENSMNEG00000003762,
ENSMNEG00000003763,
ENSMNEG00000003765,
ENSMNEG00000003766,TRBV5-4
ENSMNEG00000003768,LBX1
ENSMNEG00000003769,Y_RNA
ENSMNEG00000003770,
ENSMNEG00000003772,Metazoa_SRP
ENSMNEG00000003774,
ENSMNEG00000003775,SH3GL1
ENSMNEG00000003779,
ENSMNEG00000003780,
ENSMNEG00000003783,SNORD24
ENSMNEG00000003788,
ENSMNEG00000003790,
ENSMNEG00000003793,Metazoa_SRP
ENSMNEG00000003794,
ENSMNEG00000003795,
